"business_id","address","categories","coordinates","insertedAtTimestamp","name","number_of_reviews","rating","zip_code"
"o2SAcKbfOMkA71xUfyee6Q","108 E 38th St","Italian","{""latitude"":{""N"":""40.74921""},""longitude"":{""N"":""-73.97883""}}","2021-10-12 15:31:15","Rossini's","4","4","10016"
"JLpEKUYAtzBRQwsUL3RPIA","54 W 55th St","Italian","{""latitude"":{""N"":""40.762441""},""longitude"":{""N"":""-73.977206""}}","2021-10-12 15:28:41","Il Corso","4.5","4.5","10019"
"JSexQM-wn8HvWmfxu_m5ZA","337 E 10th St","Italian","{""latitude"":{""N"":""40.72713""},""longitude"":{""N"":""-73.9802799""}}","2021-10-12 15:30:48","Gnocco","3.5","3.5","10009"
"OwDRIugcA4LkUuTRqpJsog","47 Java St","Italian","{""latitude"":{""N"":""40.7312720665479""},""longitude"":{""N"":""-73.9593493647979""}}","2021-10-12 15:31:15","Naked Dog","4.5","4.5","11222"
"V3USzFEGhuoXez4G2Rk11A","488 9th Ave","Italian","{""latitude"":{""N"":""40.755403""},""longitude"":{""N"":""-73.994516""}}","2021-10-12 15:28:42","Tavola","4","4","10018"
"15k7iqFbhf4h8L01yggLqg","146 W Houston St","Italian","{""latitude"":{""N"":""40.72813""},""longitude"":{""N"":""-74.00188""}}","2021-10-12 15:29:43","Song E Napule","4.5","4.5","10012"
"4ixWiPyYysS2i8LAg4qzrQ","398 E 52nd St","Italian","{""latitude"":{""N"":""40.7549171""},""longitude"":{""N"":""-73.9650879""}}","2021-10-12 15:29:43","La Villetta","4","4","10022"
"DoSU8IPq-Py_YV3kYmXPfQ","254 West 47th St","Italian","{""latitude"":{""N"":""40.759876""},""longitude"":{""N"":""-73.986767""}}","2021-10-12 15:28:41","Trattoria Trecolori","4","4","10036"
"1ZKbUeFAs0ltSnAYq4ELKw","21-76 31st St","Italian","{""latitude"":{""N"":""40.77648209257472""},""longitude"":{""N"":""-73.91059675544598""}}","2021-10-12 15:30:13","Trattoria L'incontro","4.5","4.5","11105"
"zg9Jrtx9rqTXeaqufSOxHQ","887 9th Ave","Italian","{""latitude"":{""N"":""40.7684""},""longitude"":{""N"":""-73.98558""}}","2021-10-12 15:29:43","Masseria dei Vini","4","4","10019"
"LRgB2kEKtBxqIxNksTO_PQ","35 Broadway","Italian","{""latitude"":{""N"":""40.7109154314181""},""longitude"":{""N"":""-73.9673637711639""}}","2021-10-12 15:31:15","Patrizia's - Williamsburg","4","4","11249"
"NlmP5x_Ykznd55Dc85ChUg","523 9th Ave","Italian","{""latitude"":{""N"":""40.7567""},""longitude"":{""N"":""-73.99411""}}","2021-10-12 15:31:15","Nittis","4.5","4.5","10018"
"FXYsBqMu2q1dhJYQg_FfAA","350 1st Ave","Italian","{""latitude"":{""N"":""40.73512""},""longitude"":{""N"":""-73.97965""}}","2021-10-12 15:31:16","Rosemary’s","4.5","4.5","10010"
"rp8S7scxOkVVeG7dNneMGQ","228 W 10th St","Italian","{""latitude"":{""N"":""40.73372""},""longitude"":{""N"":""-74.00513""}}","2021-10-12 15:28:41","L'Artusi","4.5","4.5","10014"
"FKzpfWUpyupl4q74Jt8fTA","309 W 50th St","Italian","{""latitude"":{""N"":""40.762711""},""longitude"":{""N"":""-73.986708""}}","2021-10-12 15:30:14","Don Antonio","4","4","10019"
"HUY6yj38FXqAQvWUdgL0xA","568 Amsterdam Ave","Italian","{""latitude"":{""N"":""40.78881""},""longitude"":{""N"":""-73.97459""}}","2021-10-12 15:31:15","Sirenetta","4","4","10024"
"1OZPOWZwJr-hpvMt6TD4ug","3412 31st Ave","Italian","{""latitude"":{""N"":""40.7628961""},""longitude"":{""N"":""-73.9207081""}}","2021-10-12 15:31:15","Milkflower","4","4","11106"
