"business_id","address","categories","coordinates","insertedAtTimestamp","name","number_of_reviews","rating","zip_code"
"pb_cHcy8D8UC-jQ-Q524ug","143 8th Ave","Chinese","{""latitude"":{""N"":""40.74192""},""longitude"":{""N"":""-74.00136""}}","2021-10-12 14:25:58","Som Bo","4","4","10011"
"U74_3F7r3tMhd6dmTmDBxQ","311 Church St","Chinese","{""latitude"":{""N"":""40.719623""},""longitude"":{""N"":""-74.003904""}}","2021-10-12 14:19:20","Macao Trading Company","4","4","10013"
"Dqu-5RxNbbpBsL1Ssht9Ng","112 1st Ave","Chinese","{""latitude"":{""N"":""40.72669""},""longitude"":{""N"":""-73.98563""}}","2021-10-12 14:17:45","Hunan Slurp","4","4","10009"
"SFleMiroXTeWnXfonRic-w","260 Brook Ave","Chinese","{""latitude"":{""N"":""40.808""},""longitude"":{""N"":""-73.9187199""}}","2021-10-12 14:25:58","Fast Wok","4","4","10454"
"qGgQMVExGERqGhZNDM2ROg","36 W 48th St","Chinese","{""latitude"":{""N"":""40.75781""},""longitude"":{""N"":""-73.97994""}}","2021-10-12 14:17:45","Wu Liang Ye","3.5","3.5","10036"
"IkOW8jcaFYOll4albHitLw","28-17 Jackson Ave","Chinese","{""latitude"":{""N"":""40.74878631118842""},""longitude"":{""N"":""-73.93861437799582""}}","2021-10-12 14:25:58","Lotus + Cleaver","4.5","4.5","11101"
"U0EJ4URMoFHJEzAkMp4WWQ","2425 Broadway","Chinese","{""latitude"":{""N"":""40.7904902""},""longitude"":{""N"":""-73.9752417""}}","2021-10-12 14:26:57","Ollie's To Go","2.5","2.5","10024"
"97q5nUQTuBo_h00XCxna2A","1 Doyers St","Chinese","{""latitude"":{""N"":""40.7142""},""longitude"":{""N"":""-73.99787""}}","2021-10-12 14:25:58","Tasty Hand-Pulled Noodles","4","4","10013"
"VW2Epq3C8jqysu6Edpu-RA","258 W 109th St","Chinese","{""latitude"":{""N"":""40.80332""},""longitude"":{""N"":""-73.9668""}}","2021-10-12 14:15:57","Atlas Kitchen","4","4","10025"
"54om5q7V4anmIXw2PdNJbA","32 Cedar St","Chinese","{""latitude"":{""N"":""40.70712""},""longitude"":{""N"":""-74.00845""}}","2021-10-12 14:25:59","Chen's Buffet Bar","4","4","10038"
"bpeeh-kkay0ZE7mGXsCVKQ","1154 1st Ave","Chinese","{""latitude"":{""N"":""40.7622458""},""longitude"":{""N"":""-73.9598571""}}","2021-10-12 14:19:20","Ahana","4","4","10065"
"pPqEu60FMffpiWqk2MCrVA","42 W 33rd St","Chinese","{""latitude"":{""N"":""40.748413""},""longitude"":{""N"":""-73.9871229""}}","2021-10-12 14:19:19","Hutaoli Music Restaurant & Bar","4","4","10001"
"lgS9lE0Y9FhzT68zCj5QCw","96 3rd Ave","Chinese","{""latitude"":{""N"":""40.73234""},""longitude"":{""N"":""-73.9881""}}","2021-10-12 14:17:45","Hunan Bistro","3.5","3.5","10003"
"WRPJeH3goSpj5ke3Pkrnfw","134 E 27th St","Chinese","{""latitude"":{""N"":""40.74183""},""longitude"":{""N"":""-73.98271""}}","2021-10-12 14:17:45","Burp Bowl Cafe","4.5","4.5","10010"
"XsXLVWr1UZWVhKThNvNiaA","40 W 56th St","Chinese","{""latitude"":{""N"":""40.76292""},""longitude"":{""N"":""-73.976546""}}","2021-10-12 14:15:53","Blue Willow 夜来湘","4.5","4.5","10019"
"0dDCDQz7DrKkSvu9h2hcQw","181 Bleecker St","Chinese","{""latitude"":{""N"":""40.72915""},""longitude"":{""N"":""-74.00072""}}","2021-10-12 14:15:56","Chow House","4.5","4.5","10012"
"9-vKFnUby_6-pR6UJxjzMw","58 Henry St","Chinese","{""latitude"":{""N"":""40.7127362""},""longitude"":{""N"":""-73.9950764600962""}}","2021-10-12 14:25:59","Sun Hing Lung Co","4.5","4.5","10002"
"X8ZS-dgiMIJvhwf9SaDnjw","79 Chrystie St","Chinese","{""latitude"":{""N"":""40.71735""},""longitude"":{""N"":""-73.99457""}}","2021-10-12 14:15:57","Wah Fung No 1","4.5","4.5","10002"
"VDbMrjBq-XAKZTS_cgB9_A","207 E 59th St","Chinese","{""latitude"":{""N"":""40.76143""},""longitude"":{""N"":""-73.96603""}}","2021-10-12 14:19:19","Asian 59","3.5","3.5","10022"
"LDF8GBzAPJ4bnJVo4Bf3xw","351 E 62nd St","Chinese","{""latitude"":{""N"":""40.76188""},""longitude"":{""N"":""-73.96122""}}","2021-10-12 14:25:59","Empire Chinese Restaurant","4","4","10065"
